Player,Player-additional,Team,MP,OBPM,DBPM,VORP,Pos,Year
Terry Rozier,roziete01,CHO,2221,0.6,-1.1,0.8,SG,2023
Mason Plumlee,plumlma01,CHO,1597,1.5,0.9,1.8,C,2023
Gordon Hayward,haywago01,CHO,1577,-1.1,-0.3,0.2,SF,2023
Kelly Oubre Jr.,oubreke01,CHO,1548,-0.4,-0.7,0.3,SF,2023
Jalen McDaniels,mcdanja01,CHO,1494,-2.7,0.7,0.0,SF,2023
Dennis Smith Jr.,smithde03,CHO,1390,-3.5,1.2,-0.1,PG,2023
LaMelo Ball,ballla01,CHO,1268,3.2,-0.8,1.4,PG,2023
Nick Richards,richani01,CHO,1217,-1.0,-0.2,0.2,C,2023
JT Thor,thorjt01,CHO,969,-4.3,-0.4,-0.7,PF,2023
Théo Maledon,maledth01,CHO,854,-3.0,0.5,-0.1,PG,2023
Mark Williams,willima07,CHO,828,-0.5,0.6,0.4,C,2023
Bryce McGowens,mcgowbr01,CHO,787,-4.6,-1.4,-0.8,SG,2023
Kai Jones,joneska01,CHO,550,-4.8,0.8,-0.3,C,2023
James Bouknight,bouknja01,CHO,515,-5.4,-1.1,-0.6,SG,2023
Svi Mykhailiuk,mykhasv01,CHO,428,0.3,-0.8,0.2,SF,2023
Cody Martin,martico01,CHO,134,-3.8,-0.8,-0.1,SF,2023
Xavier Sneed,sneedxa01,CHO,48,-3.1,-0.4,0.0,SF,2023
Kobi Simmons,simmoko01,CHO,28,-1.0,0.1,0.0,SG,2023
Bam Adebayo,adebaba01,MIA,2598,0.8,0.8,2.3,C,2023
Tyler Herro,herroty01,MIA,2337,1.5,-0.8,1.6,SG,2023
Max Strus,strusma01,MIA,2272,-0.8,-0.9,0.2,SF,2023
Jimmy Butler,butleji01,MIA,2138,6.7,2.0,5.8,PF,2023
Caleb Martin,martica02,MIA,2077,-1.8,0.5,0.4,SF,2023
Gabe Vincent,vincega01,MIA,1759,-3.1,-0.3,-0.6,PG,2023
Kyle Lowry,lowryky01,MIA,1718,-0.7,0.8,0.9,PG,2023
Victor Oladipo,oladivi01,MIA,1106,-2.9,0.8,0.0,SG,2023
Haywood Highsmith,highsha01,MIA,969,-3.7,0.7,-0.3,PF,2023
Duncan Robinson,robindu01,MIA,691,-3.5,-1.5,-0.5,SF,2023
Orlando Robinson,robinor01,MIA,425,-2.7,0.7,0.0,C,2023
Kevin Love,loveke01,MIA,419,-1.0,-0.1,0.1,PF,2023
Dewayne Dedmon,dedmode01,MIA,350,-2.4,0.6,0.0,C,2023
Jamal Cain,cainja01,MIA,240,-0.5,1.3,0.2,PF,2023
Cody Zeller,zelleco01,MIA,217,-2.0,-0.7,0.0,C,2023
Nikola Jović,jovicni01,MIA,204,-3.4,0.0,-0.1,PF,2023
Omer Yurtseven,yurtsom01,MIA,83,-2.5,-1.5,0.0,C,2023
Udonis Haslem,hasleud01,MIA,71,-8.2,-3.9,-0.2,C,2023
Dru Smith,smithdr01,MIA,67,-6.3,3.1,0.0,SG,2023
Jamaree Bouyea,bouyeja01,MIA,65,-4.9,1.9,0.0,PG,2023
Dejounte Murray,murrade01,ATL,2693,1.1,0.0,2.1,SG,2023
Trae Young,youngtr01,ATL,2541,5.3,-2.0,3.4,PG,2023
John Collins,collijo01,ATL,2130,-1.4,0.2,0.4,PF,2023
De'Andre Hunter,huntede01,ATL,2126,-1.9,-1.4,-0.7,SF,2023
Onyeka Okongwu,okongon01,ATL,1849,0.0,0.8,1.3,C,2023
Clint Capela,capelca01,ATL,1730,2.3,-0.1,1.8,C,2023
Bogdan Bogdanović,bogdabo01,ATL,1508,1.1,-0.7,0.9,SG,2023
AJ Griffin,griffaj01,ATL,1401,-0.3,-0.5,0.4,SF,2023
Jalen Johnson,johnsja05,ATL,1042,-1.2,1.5,0.6,SF,2023
Aaron Holiday,holidaa01,ATL,845,-2.9,0.9,0.0,PG,2023
Saddiq Bey,beysa01,ATL,629,1.7,-1.2,0.4,SF,2023
Justin Holiday,holidju01,ATL,411,-3.1,-0.6,-0.2,SF,2023
Trent Forrest,forretr01,ATL,277,-5.3,0.2,-0.2,SG,2023
Frank Kaminsky,kaminfr01,ATL,176,0.7,1.8,0.2,C,2023
Vit Krejci,krejcvi01,ATL,165,-4.2,0.6,-0.1,PG,2023
Jarrett Culver,culveja01,ATL,137,-4.8,0.6,-0.1,SF,2023
Garrison Mathews,mathega01,ATL,84,0.7,-2.4,0.0,SG,2023
Tyrese Martin,martity01,ATL,66,-4.2,-3.1,-0.1,SG,2023
Bruno Fernando,fernabr01,ATL,41,-2.6,-2.4,0.0,C,2023
Donovan Williams,willido02,ATL,4,-9.1,-6.1,0.0,SG,2023
Dillon Brooks,brookdi01,MEM,2214,-3.4,-0.5,-1.1,SF,2023
Ja Morant,moranja01,MEM,1948,5.2,0.5,3.8,PG,2023
Tyus Jones,jonesty01,MEM,1940,1.2,0.3,1.7,PG,2023
Desmond Bane,banede01,MEM,1841,3.3,0.1,2.5,SG,2023
Jaren Jackson Jr.,jacksja02,MEM,1787,0.7,2.0,2.2,C,2023
Santi Aldama,aldamsa01,MEM,1682,-0.3,0.8,1.1,PF,2023
John Konchar,konchjo01,MEM,1494,-1.9,2.4,0.9,SF,2023
David Roddy,roddyda01,MEM,1258,-3.2,-0.7,-0.6,PF,2023
Xavier Tillman Sr.,tillmxa01,MEM,1180,0.3,1.7,1.2,C,2023
Steven Adams,adamsst01,MEM,1133,-0.3,0.9,0.7,C,2023
Brandon Clarke,clarkbr01,MEM,1090,0.8,1.8,1.3,PF,2023
Luke Kennard,kennalu01,MEM,590,3.0,-0.2,0.7,SG,2023
Ziaire Williams,willizi02,MEM,561,-4.7,-0.8,-0.5,SF,2023
Jake LaRavia,laravja01,MEM,414,-3.9,0.4,-0.2,PF,2023
Kennedy Chandler,chandke01,MEM,281,-3.3,0.6,0.0,PG,2023
Kenneth Lofton Jr.,loftoke01,MEM,176,0.7,-1.1,0.1,PF,2023
Vince Williams Jr.,willivi01,MEM,105,-8.3,-0.2,-0.2,SG,2023
Danny Green,greenda02,MEM,43,-7.9,-0.9,-0.1,SG,2023
Jacob Gilyard,gilyaja01,MEM,41,-7.8,1.7,0.0,PG,2023
Ivica Zubac,zubaciv01,LAC,2170,-1.1,0.2,0.6,C,2023
Paul George,georgpa01,LAC,1939,2.4,0.3,2.3,SF,2023
Terance Mann,mannte01,LAC,1872,-0.3,0.1,0.8,SG,2023
Marcus Morris,morrima03,LAC,1825,-1.8,-0.2,0.0,PF,2023
Kawhi Leonard,leonaka01,LAC,1748,5.1,0.9,3.5,SF,2023
Nicolas Batum,batumni01,LAC,1709,-0.8,1.2,1.0,PF,2023
Norman Powell,powelno01,LAC,1567,0.9,-0.7,0.9,SG,2023
Reggie Jackson,jacksre01,LAC,1338,-2.6,-1.0,-0.6,PG,2023
Robert Covington,covinro01,LAC,779,-0.5,2.1,0.7,PF,2023
John Wall,walljo01,LAC,755,-0.8,-0.4,0.1,PG,2023
Luke Kennard,kennalu01,LAC,725,-1.4,0.0,0.1,SG,2023
Russell Westbrook,westbru01,LAC,635,1.6,-0.8,0.5,PG,2023
Amir Coffey,coffeam01,LAC,625,-4.3,-0.7,-0.5,SF,2023
Eric Gordon,gordoer01,LAC,547,0.5,-0.5,0.3,SG,2023
Mason Plumlee,plumlma01,LAC,457,0.1,1.2,0.4,C,2023
Moses Brown,brownmo01,LAC,288,0.9,-1.3,0.1,C,2023
Bones Hyland,hylanbo01,LAC,265,-0.2,-0.7,0.1,PG,2023
Brandon Boston Jr.,bostobr01,LAC,248,-1.5,-0.7,0.0,SF,2023
Moussa Diabaté,diabamo01,LAC,195,-1.9,-0.8,0.0,C,2023
Jason Preston,prestja01,LAC,124,-2.1,-0.5,0.0,PG,2023
Xavier Moon,moonxa01,LAC,20,-4.1,-1.0,0.0,SG,2023
Jayson Tatum,tatumja01,BOS,2732,4.8,0.7,5.1,SF,2023
Jaylen Brown,brownja02,BOS,2405,1.5,-0.2,2.0,SF,2023
Derrick White,whitede01,BOS,2319,1.1,1.3,2.6,SG,2023
Grant Williams,willigr01,BOS,2045,-1.8,0.7,0.5,PF,2023
Marcus Smart,smartma01,BOS,1957,-1.8,0.8,0.5,PG,2023
Al Horford,horfoal01,BOS,1922,1.6,1.7,2.5,C,2023
Malcolm Brogdon,brogdma01,BOS,1744,2.3,0.6,2.1,PG,2023
Sam Hauser,hausesa01,BOS,1290,0.6,0.4,1.0,SF,2023
Robert Williams,williro04,BOS,824,1.0,2.4,1.1,C,2023
Luke Kornet,kornelu01,BOS,804,-0.4,1.3,0.6,C,2023
Payton Pritchard,pritcpa01,BOS,643,-2.1,-1.2,-0.2,PG,2023
Blake Griffin,griffbl01,BOS,569,-1.4,1.5,0.3,C,2023
Mike Muscala,muscami01,BOS,323,-1.5,0.1,0.1,C,2023
Noah Vonleh,vonleno01,BOS,171,-7.0,0.7,-0.2,C,2023
Justin Jackson,jacksju01,BOS,107,-4.2,1.6,0.0,SF,2023
JD Davison,davisjd01,BOS,66,-4.5,0.4,0.0,SG,2023
Mfiondu Kabengele,kabenmf01,BOS,36,-6.6,-2.4,-0.1,PF,2023
Justin Champagnie,champju01,BOS,23,-10.5,-5.1,-0.1,SF,2023
Evan Mobley,mobleev01,CLE,2715,0.0,1.6,2.5,PF,2023
Darius Garland,garlada01,CLE,2447,3.2,-0.7,2.7,PG,2023
Donovan Mitchell,mitchdo01,CLE,2432,5.6,0.6,5.0,SG,2023
Caris LeVert,leverca01,CLE,2237,-1.0,0.8,1.0,SG,2023
Jarrett Allen,allenja01,CLE,2220,1.3,1.0,2.4,C,2023
Isaac Okoro,okorois01,CLE,1652,-1.9,1.6,0.7,SF,2023
Cedi Osman,osmande01,CLE,1548,-0.8,0.2,0.5,SF,2023
Lamar Stevens,stevela01,CLE,1120,-3.0,0.2,-0.2,SF,2023
Dean Wade,wadede01,CLE,891,-2.9,2.1,0.3,PF,2023
Kevin Love,loveke01,CLE,821,0.8,0.6,0.7,PF,2023
Ricky Rubio,rubiori01,CLE,566,-3.8,1.1,-0.1,PG,2023
Raul Neto,netora01,CLE,505,-1.7,1.5,0.2,PG,2023
Robin Lopez,lopezro01,CLE,299,-3.4,0.3,-0.1,C,2023
Mamadi Diakite,diakima01,CLE,176,-4.9,1.6,-0.1,C,2023
Danny Green,greenda02,CLE,95,0.5,0.7,0.1,SG,2023
Isaiah Mobley,mobleis01,CLE,84,-2.5,1.1,0.0,PF,2023
Sam Merrill,merrisa01,CLE,59,-1.2,2.5,0.0,SG,2023
Dylan Windler,windldy01,CLE,10,3.2,3.5,0.0,SF,2023
Zach LaVine,lavinza01,CHI,2768,2.7,-0.7,2.7,SG,2023
Nikola Vučević,vucevni01,CHI,2746,1.9,0.7,3.2,C,2023
DeMar DeRozan,derozde01,CHI,2682,1.7,0.3,2.6,SF,2023
Patrick Williams,willipa01,CHI,2323,-1.7,0.4,0.4,PF,2023
Ayo Dosunmu,dosunay01,CHI,2098,-3.0,0.6,-0.2,SG,2023
Coby White,whiteco01,CHI,1730,-1.0,0.2,0.5,SG,2023
Alex Caruso,carusal01,CHI,1575,-2.2,3.3,1.2,PG,2023
Derrick Jones Jr.,jonesde02,CHI,893,-1.2,0.8,0.3,PF,2023
Andre Drummond,drumman01,CHI,849,-1.2,0.5,0.3,C,2023
Goran Dragić,dragigo01,CHI,787,-2.1,-1.6,-0.3,PG,2023
Patrick Beverley,beverpa01,CHI,605,-2.4,2.2,0.3,PG,2023
Javonte Green,greenja02,CHI,480,-1.1,2.5,0.4,SF,2023
Dalen Terry,terryda01,CHI,214,-1.7,1.7,0.1,SG,2023
Carlik Jones,jonesca03,CHI,56,-2.8,0.4,0.0,PG,2023
Terry Taylor,taylote01,CHI,36,4.6,-0.9,0.1,PF,2023
Tony Bradley,bradlto01,CHI,33,4.4,0.5,0.1,C,2023
Marko Simonovic,simonma01,CHI,20,-10.5,-3.8,-0.1,C,2023
Malcolm Hill,hillma01,CHI,9,1.6,0.8,0.0,SF,2023
Brook Lopez,lopezbr01,MIL,2373,0.8,1.3,2.5,C,2023
Jrue Holiday,holidjr01,MIL,2183,3.0,0.1,2.8,PG,2023
Giannis Antetokounmpo,antetgi01,MIL,2024,5.8,2.7,5.4,PF,2023
Grayson Allen,allengr01,MIL,1972,-0.6,0.7,1.0,SG,2023
Bobby Portis,portibo01,MIL,1818,1.2,-0.6,1.2,PF,2023
Jevon Carter,carteje01,MIL,1810,-1.9,1.2,0.6,PG,2023
Pat Connaughton,connapa01,MIL,1443,-1.3,0.3,0.3,SF,2023
Joe Ingles,inglejo01,MIL,1044,-1.6,0.8,0.3,SF,2023
Wesley Matthews,matthwe02,MIL,820,-3.4,0.8,-0.1,SF,2023
Khris Middleton,middlkh01,MIL,801,1.0,-0.3,0.6,SF,2023
MarJon Beauchamp,beaucma01,MIL,701,-4.1,-0.6,-0.5,SF,2023
George Hill,hillge01,MIL,668,-2.8,1.2,0.0,PG,2023
Jordan Nwora,nworajo01,MIL,597,-2.0,-0.4,0.0,SF,2023
A.J. Green,greenaj01,MIL,345,-0.3,-0.6,0.1,SG,2023
Jae Crowder,crowdja01,MIL,340,0.1,1.1,0.3,PF,2023
Sandro Mamukelashvili,mamuksa01,MIL,217,-4.0,0.4,-0.1,C,2023
Thanasis Antetokounmpo,antetth01,MIL,206,-6.5,-1.1,-0.3,PF,2023
Serge Ibaka,ibakase01,MIL,185,-4.6,0.0,-0.1,C,2023
Meyers Leonard,leoname01,MIL,114,-2.8,-2.2,-0.1,C,2023
Lindell Wigginton,wiggili01,MIL,87,-3.1,-3.6,-0.1,PG,2023
Goran Dragić,dragigo01,MIL,83,-2.3,-2.9,-0.1,PG,2023
Jerami Grant,grantje01,POR,2246,1.2,-1.4,1.0,PF,2023
Anfernee Simons,simonan01,POR,2171,1.3,-2.5,0.5,SG,2023
Damian Lillard,lillada01,POR,2107,8.3,-1.2,4.9,PG,2023
Shaedon Sharpe,sharpsh01,POR,1779,-1.3,-2.0,-0.6,SG,2023
Josh Hart,hartjo01,POR,1704,-0.9,0.7,0.8,SF,2023
Drew Eubanks,eubandr01,POR,1584,-0.9,0.9,0.8,C,2023
Jusuf Nurkić,nurkiju01,POR,1391,-0.6,0.7,0.7,C,2023
Trendon Watford,watfotr01,POR,1182,-1.4,-0.4,0.1,PF,2023
Nassir Little,littlna01,POR,976,-1.6,-1.4,-0.3,SF,2023
Justise Winslow,winslju01,POR,776,-3.4,0.6,-0.2,PF,2023
Jabari Walker,walkeja01,POR,619,-3.9,-2.1,-0.6,PF,2023
Matisse Thybulle,thybuma01,POR,609,-2.2,1.1,0.1,SG,2023
Cam Reddish,reddica01,POR,552,-3.0,-1.4,-0.3,SF,2023
Keon Johnson,johnske07,POR,416,-3.8,-1.6,-0.4,SG,2023
Kevin Knox,knoxke01,POR,359,-2.0,-2.7,-0.2,PF,2023
Gary Payton II,paytoga02,POR,255,-2.0,1.4,0.1,SG,2023
John Butler,butlejo01,POR,221,-5.4,-0.8,-0.2,C,2023
Skylar Mays,mayssk01,POR,189,2.1,-2.1,0.1,PG,2023
Ryan Arcidiacono,arcidry01,POR,146,-7.0,-2.4,-0.3,PG,2023
Jeenathan Williams,willije02,POR,127,-1.0,-2.1,0.0,SG,2023
Shaquille Harrison,harrish01,POR,120,-2.5,2.6,0.1,SG,2023
Greg Brown III,browngr01,POR,93,-8.5,0.0,-0.2,PF,2023
Justin Minaya,minayju01,POR,89,-7.2,-1.9,-0.2,SF,2023
Chance Comanche,comanch01,POR,21,-2.6,-4.9,0.0,C,2023
Tobias Harris,harrito02,PHI,2436,0.6,0.1,1.7,SF,2023
Joel Embiid,embiijo01,PHI,2284,6.8,2.3,6.4,C,2023
De'Anthony Melton,meltode01,PHI,2150,-0.7,1.6,1.6,SG,2023
James Harden,hardeja01,PHI,2135,5.1,0.3,4.0,PG,2023
Tyrese Maxey,maxeyty01,PHI,2016,1.9,-1.2,1.3,SG,2023
P.J. Tucker,tuckepj01,PHI,1920,-3.2,0.2,-0.5,PF,2023
Shake Milton,miltosh01,PHI,1567,-1.0,-0.9,0.0,SG,2023
Georges Niang,niangge01,PHI,1512,-0.4,-1.0,0.2,PF,2023
Danuel House Jr.,houseda01,PHI,807,-2.5,-0.5,-0.2,SF,2023
Paul Reed,reedpa01,PHI,755,-1.6,1.5,0.4,C,2023
Montrezl Harrell,harremo01,PHI,681,-0.9,-0.4,0.1,C,2023
Matisse Thybulle,thybuma01,PHI,591,-3.2,3.3,0.3,SF,2023
Jalen McDaniels,mcdanja01,PHI,419,-2.5,-0.1,-0.1,SF,2023
Furkan Korkmaz,korkmfu01,PHI,353,-3.3,-1.0,-0.2,SG,2023
Jaden Springer,sprinja01,PHI,89,-2.6,2.9,0.1,SG,2023
Dewayne Dedmon,dedmode01,PHI,76,-3.5,2.8,0.0,C,2023
Mac McClung,mccluma01,PHI,41,2.2,-1.7,0.0,SG,2023
Louis King,kinglo02,PHI,29,3.3,-1.0,0.0,PF,2023
Saben Lee,leesa01,PHI,10,-3.7,-0.6,0.0,PG,2023
Julian Champagnie,champju02,PHI,7,-12.0,-1.5,0.0,SF,2023
Michael Foster Jr.,fostemi02,PHI,1,-7.2,-1.9,0.0,PF,2023
Jordan Poole,poolejo01,WAS,2346,-2.0,-1.9,-1.2,SG,2024
Kyle Kuzma,kuzmaky01,WAS,2281,0.5,-1.6,0.5,PF,2024
Deni Avdija,avdijde01,WAS,2257,-0.7,-0.2,0.6,SF,2024
Corey Kispert,kispeco01,WAS,2067,-0.2,-2.0,-0.1,SF,2024
Tyus Jones,jonesty01,WAS,1933,1.5,-0.9,1.3,PG,2024
Bilal Coulibaly,coulibi01,WAS,1715,-3.6,-0.5,-0.9,SF,2024
Daniel Gafford,gaffoda01,WAS,1192,-0.2,1.1,0.9,C,2024
Landry Shamet,shamela01,WAS,726,-2.7,-1.3,-0.4,SG,2024
Johnny Davis,davisjo06,WAS,613,-5.5,-1.1,-0.7,SG,2024
Marvin Bagley III,baglema01,WAS,575,1.5,-1.2,0.3,C,2024
Jared Butler,butleja02,WAS,566,-1.5,-0.5,0.0,SG,2024
Patrick Baldwin Jr.,baldwpa01,WAS,493,-4.0,-0.6,-0.3,SF,2024
Anthony Gill,gillan01,WAS,466,-2.6,-1.5,-0.3,PF,2024
Delon Wright,wrighde01,WAS,456,-1.8,2.3,0.3,PG,2024
Eugene Omoruyi,omorueu01,WAS,393,-1.9,-0.4,0.0,SF,2024
Danilo Gallinari,gallida01,WAS,385,-0.8,-1.8,-0.1,PF,2024
Mike Muscala,muscami01,WAS,338,-4.4,-1.8,-0.4,C,2024
Richaun Holmes,holmeri01,WAS,318,-2.4,-1.0,-0.1,PF,2024
Justin Champagnie,champju01,WAS,235,-1.1,-0.8,0.0,SF,2024
Tristan Vukcevic,vukcetr01,WAS,153,-3.5,-0.1,-0.1,C,2024
Jules Bernard,bernaju01,WAS,149,-0.6,-2.5,0.0,SG,2024
Ryan Rollins,rolliry01,WAS,66,0.6,4.5,0.1,PG,2024
Hamidou Diallo,diallha01,WAS,5,2.7,16.0,0.0,SG,2024
Trey Jemison,jemistr01,WAS,1,-30.3,-3.6,0.0,C,2024
Stephen Curry,curryst01,GSW,2421,6.3,-1.1,4.4,PG,2024
Klay Thompson,thompkl01,GSW,2284,1.1,-1.5,0.9,SF,2024
Brandin Podziemski,podzibr01,GSW,1968,-0.5,0.4,0.9,SG,2024
Jonathan Kuminga,kuminjo01,GSW,1949,0.0,-0.4,0.8,PF,2024
Andrew Wiggins,wiggian01,GSW,1920,-1.4,-1.2,-0.3,SF,2024
Chris Paul,paulch01,GSW,1531,-0.2,1.2,1.2,PG,2024
Draymond Green,greendr01,GSW,1490,-0.6,3.0,1.6,PF,2024
Kevon Looney,looneke01,GSW,1195,-0.8,1.4,0.8,C,2024
Moses Moody,moodymo01,GSW,1156,-0.2,0.1,0.6,SG,2024
Trayce Jackson-Davis,jackstr02,GSW,1130,1.5,1.2,1.4,PF,2024
Dario Šarić,saricda01,GSW,1098,0.6,0.4,0.9,C,2024
Gary Payton II,paytoga02,GSW,680,-1.3,2.2,0.5,SG,2024
Lester Quiñones,quinole01,GSW,394,-2.0,-1.3,-0.1,SG,2024
Cory Joseph,josepco01,GSW,296,-4.0,-0.7,-0.2,PG,2024
Gui Santos,santogu01,GSW,192,0.0,-0.5,0.1,PF,2024
Jerome Robinson,robinje01,GSW,81,-6.1,-2.2,-0.1,SG,2024
Pat Spencer,spencpa01,GSW,26,-3.4,-3.1,0.0,PG,2024
Usman Garuba,garubus01,GSW,18,-10.8,-0.1,0.0,PF,2024
Anthony Edwards,edwaran01,MIN,2770,2.7,0.5,3.7,SG,2024
Rudy Gobert,goberru01,MIN,2593,0.1,1.7,2.5,C,2024
Mike Conley,conlemi01,MIN,2193,2.0,1.4,3.0,PG,2024
Jaden McDaniels,mcdanja02,MIN,2105,-3.3,0.7,-0.3,SF,2024
Karl-Anthony Towns,townska01,MIN,2026,1.6,0.9,2.3,PF,2024
Naz Reid,reidna01,MIN,1964,0.4,1.1,1.7,PF,2024
Nickeil Alexander-Walker,alexani01,MIN,1921,-1.1,1.3,1.1,SG,2024
Kyle Anderson,anderky01,MIN,1782,-1.6,2.7,1.4,PF,2024
Jordan McLaughlin,mclaujo01,MIN,626,1.4,2.9,1.0,PG,2024
Shake Milton,miltosh01,MIN,491,-4.8,0.6,-0.3,SG,2024
Troy Brown Jr.,browntr01,MIN,410,-0.2,0.5,0.2,SF,2024
Monte Morris,morrimo01,MIN,408,-0.2,2.2,0.4,PG,2024
T.J. Warren,warretj01,MIN,125,-5.0,0.5,-0.1,SF,2024
Luka Garza,garzalu01,MIN,122,0.6,-2.7,0.0,C,2024
Josh Minott,minotjo01,MIN,91,1.8,3.3,0.2,SF,2024
Wendell Moore Jr.,moorewe01,MIN,75,-6.1,3.3,0.0,SG,2024
Leonard Miller,millele01,MIN,52,5.9,3.7,0.2,SF,2024
Daishen Nix,nixda01,MIN,50,-2.8,1.4,0.0,PG,2024
Justin Jackson,jacksju01,MIN,1,-6.3,-1.2,0.0,SF,2024
Shai Gilgeous-Alexander,gilgesh01,OKC,2553,6.7,2.3,7.1,PG,2024
Chet Holmgren,holmgch01,OKC,2413,1.8,1.5,3.3,C,2024
Luguentz Dort,dortlu01,OKC,2246,-1.4,-0.2,0.2,SF,2024
Jalen Williams,willija06,OKC,2223,2.0,0.3,2.4,PF,2024
Josh Giddey,giddejo01,OKC,2011,1.0,0.4,1.8,SG,2024
Cason Wallace,wallaca01,OKC,1692,-0.9,1.0,0.9,SG,2024
Isaiah Joe,joeis01,OKC,1445,1.1,-0.3,1.0,SG,2024
Aaron Wiggins,wiggiaa01,OKC,1228,0.4,0.4,0.8,SG,2024
Kenrich Williams,willike04,OKC,1029,-1.1,0.3,0.3,PF,2024
Jaylin Williams,willija07,OKC,897,-0.8,1.9,0.7,C,2024
Gordon Hayward,haywago01,OKC,447,-2.4,-0.2,-0.1,SF,2024
Ousmane Dieng,diengou01,OKC,365,-2.3,-0.7,-0.1,PF,2024
Vasilije Micić,micicva01,OKC,361,-3.9,-1.4,-0.3,PG,2024
Lindy Waters III,waterli01,OKC,280,2.4,-0.5,0.3,SG,2024
Tre Mann,manntr01,OKC,119,0.4,-0.2,0.1,PG,2024
Olivier Sarr,sarrol01,OKC,98,-2.6,-0.1,0.0,C,2024
Mike Muscala,muscami01,OKC,91,-6.4,-1.6,-0.1,C,2024
Dāvis Bertāns,bertada01,OKC,91,3.2,0.8,0.1,PF,2024
Bismack Biyombo,biyombi01,OKC,73,-5.4,0.2,-0.1,C,2024
Keyontae Johnson,johnske08,OKC,66,-7.5,-2.2,-0.1,SF,2024
Aleksej Pokusevski,pokusal01,OKC,60,-7.7,-2.2,-0.1,PF,2024
Adam Flagler,flaglad01,OKC,14,-6.7,-3.9,0.0,SG,2024
Kevin Durant,duranke01,PHO,2791,4.0,0.1,4.3,PF,2024
Grayson Allen,allengr01,PHO,2513,1.1,0.1,2.0,SG,2024
Devin Booker,bookede01,PHO,2447,4.0,-1.0,3.1,PG,2024
Jusuf Nurkić,nurkiju01,PHO,2078,-1.0,2.1,1.6,C,2024
Eric Gordon,gordoer01,PHO,1893,-1.3,-0.5,0.1,SG,2024
Bradley Beal,bealbr01,PHO,1767,0.9,-0.6,1.1,SG,2024
Drew Eubanks,eubandr01,PHO,1169,-2.0,0.8,0.2,C,2024
Josh Okogie,okogijo01,PHO,960,-1.3,0.8,0.4,SG,2024
Royce O'Neale,onealro01,PHO,752,-0.2,1.4,0.6,SF,2024
Keita Bates-Diop,bateske01,PHO,597,-1.5,0.3,0.1,SF,2024
Jordan Goodwin,goodwjo01,PHO,558,-1.3,0.4,0.2,PG,2024
Bol Bol,bolbo01,PHO,469,1.4,0.8,0.5,PF,2024
Nassir Little,littlna01,PHO,458,-2.4,-0.6,-0.1,SF,2024
Chimezie Metu,metuch01,PHO,448,-1.6,0.3,0.1,C,2024
Yuta Watanabe,watanyu01,PHO,382,-4.6,-1.4,-0.4,SF,2024
Saben Lee,leesa01,PHO,185,-2.0,0.6,0.0,PG,2024
Udoka Azubuike,azubuud01,PHO,113,-3.0,-0.1,0.0,C,2024
Thaddeus Young,youngth01,PHO,89,-1.5,0.6,0.0,PF,2024
David Roddy,roddyda01,PHO,63,-4.8,-1.0,-0.1,PF,2024
Isaiah Thomas,thomais02,PHO,19,-1.6,-5.2,0.0,PG,2024
Ish Wainright,wainris01,PHO,16,-7.8,0.3,0.0,SF,2024
Théo Maledon,maledth01,PHO,13,-17.6,-6.1,-0.1,PG,2024
Devin Vassell,vassede01,SAS,2248,0.9,-0.9,1.1,SG,2024
Jeremy Sochan,sochaje01,SAS,2193,-2.8,-0.6,-0.8,PF,2024
Tre Jones,jonestr01,SAS,2138,-0.4,0.1,0.9,PG,2024
Victor Wembanyama,wembavi01,SAS,2106,1.9,3.3,3.8,C,2024
Keldon Johnson,johnske04,SAS,2038,-0.3,-1.4,0.2,SF,2024
Malaki Branham,branhma01,SAS,1594,-3.4,-2.2,-1.5,PG,2024
Zach Collins,colliza01,SAS,1526,-2.0,-0.1,0.0,C,2024
Julian Champagnie,champju02,SAS,1468,-1.8,-0.1,0.0,SF,2024
Cedi Osman,osmande01,SAS,1269,-1.7,-0.3,0.0,SF,2024
Blake Wesley,weslebl01,SAS,876,-4.0,0.1,-0.4,SG,2024
Doug McDermott,mcderdo01,SAS,700,-1.0,-1.8,-0.2,SF,2024
Sandro Mamukelashvili,mamuksa01,SAS,451,-0.1,-0.4,0.2,C,2024
Dominick Barlow,barlodo01,SAS,420,-1.7,0.0,0.0,PF,2024
Devonte' Graham,grahade01,SAS,313,-3.0,-0.9,-0.1,PG,2024
Charles Bassey,bassech01,SAS,205,-1.8,3.1,0.2,C,2024
Sidy Cissoko,cissosi01,SAS,141,-4.0,1.4,0.0,SF,2024
David Duke Jr.,dukeda01,SAS,51,-0.1,1.4,0.0,SG,2024
RaiQuan Gray,grayra01,SAS,39,5.6,1.8,0.1,PF,2024
Jamaree Bouyea,bouyeja01,SAS,38,-6.1,2.2,0.0,PG,2024
Mamadi Diakite,diakima01,SAS,16,7.9,3.7,0.1,PF,2024
Fred VanVleet,vanvlfr01,HOU,2684,2.6,0.8,3.6,PG,2024
Jalen Green,greenja05,HOU,2601,0.4,-0.9,1.0,SG,2024
Jabari Smith Jr.,smithja05,HOU,2424,-0.5,0.1,1.0,PF,2024
Dillon Brooks,brookdi01,HOU,2227,-3.3,-0.3,-0.9,SF,2024
Alperen Şengün,sengual01,HOU,2046,3.1,1.7,3.5,C,2024
Amen Thompson,thompam01,HOU,1388,-0.1,1.9,1.3,SF,2024
