Player,Player-additional,Team,MP,OBPM,DBPM,VORP,Pos,Year,Salary
Onyeka Okongwu,okongon01,ATL,1849,0.0,0.8,1.3,C,2023,6395160.0
Onyeka Okongwu,okongon01,ATL,1405,0.0,-0.5,0.5,C,2024,8109063.0
Onyeka Okongwu,okongon01,ATL,2064,1.2,0.2,1.7,C,2025,14000000.0
Isaac Okoro,okorois01,CLE,2173,-4.2,-0.9,-1.7,SG,2021,6400920.0
Isaac Okoro,okorois01,CLE,1981,-2.4,0.7,0.1,SF,2022,6720720.0
Isaac Okoro,okorois01,CLE,1652,-1.9,1.6,0.7,SF,2023,7040880.0
Isaac Okoro,okorois01,CLE,1887,-1.8,0.7,0.4,SF,2024,8920795.0
Isaac Okoro,okorois01,CLE,1053,-1.1,0.6,0.4,SG,2025,10185185.0
KZ Okpala,okpalkz01,MIA,447,-6.5,-0.6,-0.6,PF,2021,1517981.0
KZ Okpala,okpalkz01,MIA,244,-3.2,0.4,-0.1,PF,2022,1782621.0
KZ Okpala,okpalkz01,SAC,248,-4.3,1.1,-0.1,PF,2023,1782621.0
Victor Oladipo,oladivi01,HOU,669,-0.3,-1.0,0.1,SG,2021,21000000.0
Victor Oladipo,oladivi01,MIA,173,1.8,-0.5,0.1,SG,2022,1669178.0
Victor Oladipo,oladivi01,MIA,1106,-2.9,0.8,0.0,SG,2023,8750000.0
Kelly Olynyk,olynyke01,MIA,1157,-1.6,1.0,0.4,C,2021,12598243.0
Kelly Olynyk,olynyke01,DET,764,0.5,1.0,0.7,C,2022,12195122.0
Kelly Olynyk,olynyke01,UTA,1942,-0.4,0.9,1.2,C,2023,12195122.0
Kelly Olynyk,olynyke01,UTA,1019,1.3,1.3,1.2,C,2024,12195122.0
Kelly Olynyk,olynyke01,NOP,508,-1.4,0.0,0.1,C,2025,12804878.0
Eugene Omoruyi,omorueu01,DET,373,-2.9,-1.2,-0.2,SF,2023,555402.0
Eugene Omoruyi,omorueu01,WAS,393,-1.9,-0.4,0.0,SF,2024,900000.0
Royce O'Neale,onealro01,UTA,2241,-1.2,2.1,1.7,SF,2021,8500000.0
Royce O'Neale,onealro01,UTA,2406,-0.8,1.7,1.7,SF,2022,8800000.0
Royce O'Neale,onealro01,BRK,2409,-1.7,0.6,0.5,SF,2023,9200000.0
Royce O'Neale,onealro01,BRK,1202,-1.6,0.8,0.4,SF,2024,9500000.0
Royce O'Neale,onealro01,PHO,1837,0.2,-0.1,1.0,SF,2025,9821429.0
Miye Oni,onimi01,UTA,519,-3.0,1.3,0.0,SG,2021,1517981.0
Miye Oni,onimi01,UTA,44,-7.6,-0.3,-0.1,SG,2022,1782621.0
Cedi Osman,osmande01,CLE,1510,-2.3,-0.9,-0.5,SF,2021,8840580.0
Cedi Osman,osmande01,CLE,1462,-0.3,0.5,0.8,SF,2022,8133334.0
Cedi Osman,osmande01,CLE,1548,-0.8,0.2,0.5,SF,2023,7426088.0
Cedi Osman,osmande01,SAS,1269,-1.7,-0.3,0.0,SF,2024,6718842.0
Daniel Oturu,oturuda01,LAC,161,-4.1,-1.1,-0.1,C,2021,898310.0
Daniel Oturu,oturuda01,TOR,27,-2.7,-2.5,0.0,C,2022,1517981.0
Kelly Oubre Jr.,oubreke01,GSW,1687,-1.4,-0.5,0.0,SF,2021,14375000.0
Kelly Oubre Jr.,oubreke01,CHO,1999,0.2,-1.6,0.3,SF,2022,12000000.0
Kelly Oubre Jr.,oubreke01,CHO,1548,-0.4,-0.7,0.3,SF,2023,12600000.0
Kelly Oubre Jr.,oubreke01,PHI,2055,-1.5,-0.7,-0.1,SF,2024,2019706.0
Kelly Oubre Jr.,oubreke01,PHI,2078,-1.7,-0.6,-0.1,SF,2025,7983000.0
Kevin Pangos,pangoke01,CLE,166,-4.7,-1.4,-0.2,PG,2022,1669178.0
Jabari Parker,parkeja01,BOS,138,0.4,0.2,0.1,PF,2021,430729.0
Jabari Parker,parkeja01,BOS,112,-0.3,1.1,0.1,PF,2022,1669178.0
Eric Paschall,pascher01,GSW,695,-1.8,-0.9,-0.1,PF,2021,1517981.0
Eric Paschall,pascher01,UTA,736,0.5,-1.0,0.3,PF,2022,1782621.0
Anžejs Pasečņiks,pasecan01,WAS,6,-40.7,-5.9,-0.1,C,2021,1517981.0
Patrick Patterson,pattepa01,LAC,582,-0.4,-0.1,0.2,PF,2021,3077704.0
Chris Paul,paulch01,PHO,2199,3.5,1.1,3.6,PG,2021,41358814.0
Chris Paul,paulch01,PHO,2139,3.1,2.3,4.0,PG,2022,30000000.0
Chris Paul,paulch01,PHO,1889,2.0,1.2,2.5,PG,2023,28400000.0
Chris Paul,paulch01,GSW,1531,-0.2,1.2,1.2,PG,2024,30800000.0
Chris Paul,paulch01,SAS,2292,0.3,0.5,1.6,PG,2025,10460000.0
Cameron Payne,payneca01,PHO,1079,2.1,1.0,1.4,PG,2021,1977011.0
Cameron Payne,payneca01,PHO,1278,-0.4,0.4,0.7,PG,2022,6500000.0
Cameron Payne,payneca01,PHO,968,-0.5,-0.7,0.2,PG,2023,6000000.0
Cameron Payne,payneca01,MIL,702,-1.0,-0.5,0.1,PG,2024,6500000.0
Cameron Payne,payneca01,NYK,1090,-0.1,-0.2,0.5,PG,2025,2087519.0
Gary Payton II,paytoga02,GSW,40,1.0,8.2,0.1,PG,2021,11898.0
Gary Payton II,paytoga02,GSW,1247,0.3,3.4,1.8,SG,2022,1669178.0
Gary Payton II,paytoga02,POR,255,-2.0,1.4,0.1,SG,2023,8300000.0
Gary Payton II,paytoga02,GSW,680,-1.3,2.2,0.5,SG,2024,8715000.0
Gary Payton II,paytoga02,GSW,927,-0.5,2.0,0.8,SG,2025,9130000.0
Norvel Pelle,pelleno01,NYK,52,-1.1,3.7,0.1,C,2021,500000.0
Filip Petrušev,petrufi01,SAC,7,-5.5,-3.9,0.0,C,2024,1119563.0
Julian Phillips,phillju01,CHI,323,-4.7,-0.6,-0.3,SF,2024,1600000.0
Julian Phillips,phillju01,CHI,1123,-2.6,-0.4,-0.3,SF,2025,1891857.0
Jalen Pickett,pickeja02,DEN,122,-2.7,-0.5,0.0,SG,2024,2019706.0
Jalen Pickett,pickeja02,DEN,666,-0.8,-0.7,0.1,SG,2025,1891857.0
Theo Pinson,pinsoth01,NYK,34,-13.2,-2.5,-0.1,SG,2021,1445697.0
Theo Pinson,pinsoth01,DAL,323,-2.5,-0.9,-0.1,SG,2023,1836090.0
Scotty Pippen Jr.,pippesc02,MEM,1683,0.0,1.8,1.7,PG,2025,2087519.0
Mason Plumlee,plumlma01,DET,1499,0.2,2.0,1.6,C,2021,8000000.0
Mason Plumlee,plumlma01,CHO,1793,-1.5,1.5,0.9,C,2022,9248333.0
Mason Plumlee,plumlma01,CHO,1597,1.5,0.9,1.8,C,2023,9080417.0
Mason Plumlee,plumlma01,LAC,674,-1.1,0.4,0.2,C,2024,5000000.0
Mason Plumlee,plumlma01,PHO,1300,-1.5,1.0,0.5,C,2025,2087519.0
Brandin Podziemski,podzibr01,GSW,1968,-0.5,0.4,0.9,SG,2024,3352440.0
Brandin Podziemski,podzibr01,GSW,1716,-0.1,0.8,1.2,SG,2025,3519960.0
Jakob Poeltl,poeltja01,SAS,1845,-0.5,1.2,1.3,C,2021,8101852.0
Jakob Poeltl,poeltja01,SAS,1970,0.9,0.7,1.7,C,2022,8750000.0
Jakob Poeltl,poeltja01,SAS,1199,0.5,0.4,0.9,C,2023,9398148.0
Jakob Poeltl,poeltja01,TOR,1319,-0.3,1.0,0.9,C,2024,19500000.0
Jakob Poeltl,poeltja01,TOR,1686,0.7,1.3,1.7,C,2025,19500000.0
Aleksej Pokusevski,pokusal01,OKC,1090,-5.1,-1.0,-1.1,PF,2021,2964840.0
Aleksej Pokusevski,pokusal01,OKC,1233,-2.7,0.1,-0.2,PF,2022,3113160.0
Aleksej Pokusevski,pokusal01,OKC,701,-1.0,1.0,0.3,PF,2023,3261480.0
Aleksej Pokusevski,pokusal01,CHO,345,-0.8,0.3,0.1,PF,2024,565176.0
Jordan Poole,poolejo01,GSW,988,0.7,-1.2,0.4,SG,2021,2063280.0
Jordan Poole,poolejo01,GSW,2283,1.3,-0.3,1.7,SG,2022,2161440.0
Jordan Poole,poolejo01,GSW,2458,-0.1,-1.8,0.1,PG,2023,3901399.0
Jordan Poole,poolejo01,WAS,2346,-2.0,-1.9,-1.2,SG,2024,27955357.0
Jordan Poole,poolejo01,WAS,2001,2.0,-1.6,1.2,SG,2025,29651786.0
Craig Porter Jr.,portecr01,CLE,649,-0.6,1.1,0.4,PG,2024,1500000.0
Craig Porter Jr.,portecr01,CLE,513,0.1,1.0,0.4,PG,2025,1891857.0
Jontay Porter,portejo01,MEM,54,-6.8,0.3,-0.1,PF,2021,1900000.0
Kevin Porter Jr.,porteke02,HOU,835,-1.1,-2.4,-0.3,SG,2021,1717981.0
Kevin Porter Jr.,porteke02,HOU,1907,-0.1,-1.6,0.2,PG,2022,1782621.0
Kevin Porter Jr.,porteke02,HOU,2024,1.4,-0.8,1.3,PG,2023,3217631.0
Kevin Porter Jr.,porteke02,LAC,884,-3.2,0.7,-0.1,SG,2025,2237691.0
Michael Porter Jr.,portemi01,DEN,1912,4.0,-0.9,2.5,SF,2021,3550800.0
Michael Porter Jr.,portemi01,DEN,265,-3.9,0.5,-0.1,SF,2022,5258735.0
Michael Porter Jr.,portemi01,DEN,1798,2.0,-1.8,1.0,SF,2023,30913750.0
Michael Porter Jr.,portemi01,DEN,2565,1.2,-1.2,1.3,SF,2024,33386850.0
Michael Porter Jr.,portemi01,DEN,2593,1.6,-1.7,1.2,SF,2025,35859950.0
Otto Porter Jr.,porteot01,CHI,540,0.4,-0.3,0.3,SF,2021,28489237.0
Otto Porter Jr.,porteot01,GSW,1396,1.0,2.1,1.8,PF,2022,1669178.0
Otto Porter Jr.,porteot01,TOR,146,-1.3,2.0,0.1,SF,2023,6000000.0
Otto Porter Jr.,porteot01,TOR,174,-3.5,0.3,-0.1,SF,2024,6300000.0
Bobby Portis,portibo01,MIL,1372,1.8,-0.4,1.2,C,2021,3623000.0
Bobby Portis,portibo01,MIL,2028,1.2,-1.0,1.1,C,2022,4347600.0
Bobby Portis,portibo01,MIL,1818,1.2,-0.6,1.2,PF,2023,10843350.0
Bobby Portis,portibo01,MIL,2008,0.0,-0.8,0.6,PF,2024,11710818.0
Bobby Portis,portibo01,MIL,1244,0.6,-0.4,0.7,PF,2025,12578286.0
Kristaps Porziņģis,porzikr01,DAL,1327,3.0,-0.8,1.4,C,2021,29467800.0
Kristaps Porziņģis,porzikr01,DAL,1002,2.2,0.8,1.3,PF,2022,31650600.0
Kristaps Porziņģis,porzikr01,WAS,2120,3.8,0.5,3.4,C,2023,33833400.0
Kristaps Porziņģis,porzikr01,BOS,1690,3.5,1.6,3.0,C,2024,36016200.0
Kristaps Porziņģis,porzikr01,BOS,1210,3.5,1.2,2.1,C,2025,29268293.0
Quinten Post,postqu01,GSW,686,0.1,0.0,0.4,PF,2025,438920.0
Dwight Powell,poweldw01,DAL,966,-0.7,1.3,0.6,C,2021,11080125.0
Dwight Powell,poweldw01,DAL,1798,0.4,0.5,1.3,C,2022,11080125.0
Dwight Powell,poweldw01,DAL,1458,-1.2,0.0,0.3,C,2023,11080125.0
Dwight Powell,poweldw01,DAL,836,-1.1,0.8,0.4,C,2024,4000000.0
Dwight Powell,poweldw01,DAL,551,-1.5,1.5,0.3,C,2025,4000000.0
Norman Powell,powelno01,TOR,1277,2.2,-0.7,1.1,SG,2021,10865952.0
Norman Powell,powelno01,POR,1333,0.6,-1.6,0.3,SF,2022,15517241.0
Norman Powell,powelno01,LAC,1567,0.9,-0.7,0.9,SG,2023,16758621.0
Norman Powell,powelno01,LAC,1990,0.4,-1.2,0.6,SG,2024,18000000.0
Norman Powell,powelno01,LAC,1958,1.7,-0.2,1.8,SG,2025,19241379.0
Jason Preston,prestja01,LAC,124,-2.1,-0.5,0.0,PG,2023,1563518.0
Joshua Primo,primojo01,SAS,965,-3.8,-1.1,-0.7,SF,2022,3946800.0
Joshua Primo,primojo01,SAS,93,-4.7,-1.6,-0.1,SG,2023,4144320.0
Joshua Primo,primojo01,LAC,10,-16.8,-8.2,-0.1,SG,2024,1764341.0
Taurean Prince,princta02,CLE,687,-0.9,-0.8,0.0,PF,2021,12250000.0
Taurean Prince,princta02,MIN,1177,-1.0,0.0,0.3,PF,2022,13000000.0
Taurean Prince,princta02,MIN,1192,-2.6,-0.6,-0.4,PF,2023,8000000.0
Taurean Prince,princta02,LAL,2108,-2.6,-0.2,-0.4,PF,2024,7455000.0
Taurean Prince,princta02,MIL,2166,-2.0,0.3,0.1,SF,2025,2087519.0
Payton Pritchard,pritcpa01,BOS,1268,-0.3,-0.4,0.4,SG,2021,2193480.0
Payton Pritchard,pritcpa01,BOS,1001,1.7,0.1,1.0,PG,2022,2137440.0
Payton Pritchard,pritcpa01,BOS,643,-2.1,-1.2,-0.2,PG,2023,2239200.0
Payton Pritchard,pritcpa01,BOS,1825,1.3,-0.2,1.4,PG,2024,4037278.0
Payton Pritchard,pritcpa01,BOS,2271,3.4,0.2,3.2,PG,2025,6696429.0
Olivier-Maxence Prosper,prospol01,DAL,336,-1.7,-1.3,-0.1,PF,2024,2733360.0
Olivier-Maxence Prosper,prospol01,DAL,584,-1.6,-0.5,0.0,PF,2025,2869920.0
Trevelin Queen,queentr01,IND,70,-5.6,-1.5,-0.1,SG,2023,1637966.0
Neemias Queta,quetane01,BOS,863,-1.7,1.0,0.3,C,2025,2162606.0
Immanuel Quickley,quickim01,NYK,1243,1.4,-0.5,0.9,PG,2021,2105520.0
Immanuel Quickley,quickim01,NYK,1802,0.2,0.0,1.0,PG,2022,2210640.0
Immanuel Quickley,quickim01,NYK,2344,1.3,0.4,2.1,SG,2023,2316240.0
Immanuel Quickley,quickim01,TOR,1265,1.9,-1.3,0.8,PG,2024,4171548.0
Immanuel Quickley,quickim01,TOR,918,3.2,-1.0,1.0,PG,2025,32500000.0
Lester Quiñones,quinole01,GSW,394,-2.0,-1.3,-0.1,SG,2024,548815.0
Jahmi'us Ramsey,ramseja01,SAC,94,-3.1,-1.4,-0.1,SG,2021,1000000.0
Jahmi'us Ramsey,ramseja01,SAC,134,-3.5,-3.4,-0.2,SG,2022,1517981.0
Julius Randle,randlju01,NYK,2667,2.9,0.9,3.9,PF,2021,18900000.0
Julius Randle,randlju01,NYK,2544,0.4,0.2,1.6,PF,2022,21780000.0
Julius Randle,randlju01,NYK,2737,3.9,-0.2,3.9,PF,2023,23760000.0
Julius Randle,randlju01,NYK,1630,2.2,-0.3,1.6,PF,2024,28226880.0
Julius Randle,randlju01,MIN,2226,1.5,-0.2,1.8,PF,2025,33073920.0
Duop Reath,reathdu01,POR,1214,-0.2,-0.7,0.3,C,2024,1951220.0
Duop Reath,reathdu01,POR,469,0.2,-0.5,0.2,C,2025,2048780.0
Austin Reaves,reaveau01,LAL,1418,-1.3,-0.6,0.0,SG,2022,925258.0
Austin Reaves,reaveau01,LAL,1843,0.6,0.1,1.2,SG,2023,1563518.0
Austin Reaves,reaveau01,LAL,2629,0.9,-0.4,1.6,SG,2024,12015150.0
Austin Reaves,reaveau01,LAL,2550,2.4,-0.5,2.6,SG,2025,12976362.0
Cam Reddish,reddica01,ATL,750,-3.3,0.1,-0.2,SF,2021,4458000.0
Cam Reddish,reddica01,ATL,797,-0.8,-0.7,0.1,SF,2022,4670160.0
Cam Reddish,reddica01,POR,552,-3.0,-1.4,-0.3,SF,2023,5954454.0
Cam Reddish,reddica01,LAL,984,-4.0,0.8,-0.3,SF,2024,2165000.0
Cam Reddish,reddica01,LAL,589,-4.4,1.6,-0.1,SF,2025,2463946.0
JJ Redick,redicjj01,NOP,576,-0.8,-2.0,-0.1,SG,2021,13013700.0
Davon Reed,reedda01,DEN,315,-5.8,-0.3,-0.3,SG,2023,1902133.0
Paul Reed,reedpa01,PHI,177,-1.8,0.8,0.0,PF,2021,609128.0
Paul Reed,reedpa01,PHI,302,-0.8,2.9,0.3,C,2022,1517981.0
Paul Reed,reedpa01,PHI,755,-1.6,1.5,0.4,C,2023,1782621.0
Paul Reed,reedpa01,PHI,1590,-0.6,1.0,0.9,C,2024,7723000.0
Paul Reed,reedpa01,DET,438,-1.2,4.0,0.5,C,2025,1427671.0
Antonio Reeves,reevean01,NOP,660,-1.2,-2.0,-0.2,SG,2025,1157153.0
Naz Reid,reidna01,MIN,1347,-0.1,-0.2,0.6,C,2021,1517981.0
Naz Reid,reidna01,MIN,1215,-0.5,0.5,0.6,C,2022,1782621.0
Naz Reid,reidna01,MIN,1251,0.3,0.8,1.0,C,2023,1930681.0
Naz Reid,reidna01,MIN,1964,0.4,1.1,1.7,PF,2024,12950400.0
Naz Reid,reidna01,MIN,2200,0.8,0.8,2.0,C,2025,13986432.0
Josh Richardson,richajo01,DAL,1790,-1.5,-0.2,0.1,SG,2021,10865952.0
Josh Richardson,richajo01,BOS,1087,-1.0,1.2,0.6,SG,2022,11615328.0
Josh Richardson,richajo01,SAS,997,-0.1,-1.0,0.2,SG,2023,11615328.0
Josh Richardson,richajo01,MIA,1103,-1.3,0.0,0.2,SG,2024,2891467.0
Josh Richardson,richajo01,MIA,150,-7.3,0.6,-0.2,SG,2025,3051153.0
Nick Richards,richani01,CHO,63,-5.9,-2.1,-0.1,PF,2021,1000000.0
Nick Richards,richani01,CHO,367,-2.6,-0.2,-0.1,C,2022,1517981.0
Nick Richards,richani01,CHO,1217,-1.0,-0.2,0.2,C,2023,1782621.0
Nick Richards,richani01,CHO,1759,-1.6,-0.7,-0.1,C,2024,5000000.0
Nick Richards,richani01,PHO,816,-1.9,-2.1,-0.4,C,2025,5000000.0
Zaccharie Risacher,risacza01,ATL,1843,-1.7,-1.8,-0.7,SF,2025,12569040.0
Austin Rivers,riverau01,NYK,442,-2.4,0.2,0.0,SG,2021,188696.0
Austin Rivers,riverau01,DEN,1480,-3.5,-0.3,-0.7,SG,2022,1669178.0
Austin Rivers,riverau01,MIN,1016,-3.3,0.5,-0.2,SG,2023,1836090.0
Duncan Robinson,robindu01,MIA,2262,-0.2,-0.8,0.6,SF,2021,1663861.0
Duncan Robinson,robindu01,MIA,2043,-0.3,-0.3,0.7,SG,2022,15650000.0
Duncan Robinson,robindu01,MIA,691,-3.5,-1.5,-0.5,SF,2023,16902000.0
Duncan Robinson,robindu01,MIA,1905,-0.5,-0.4,0.6,SF,2024,18154000.0
Duncan Robinson,robindu01,MIA,1785,-0.7,-1.1,0.1,SF,2025,19406000.0
Glenn Robinson III,robingl02,SAC,369,-1.9,-2.2,-0.2,SF,2021,1620564.0
Jerome Robinson,robinje01,WAS,305,-6.9,-0.1,-0.4,SG,2021,3737520.0
Jeremiah Robinson-Earl,robinje02,OKC,1087,-1.9,-0.4,-0.1,C,2022,2000000.0
Jeremiah Robinson-Earl,robinje02,OKC,814,-0.8,-0.7,0.1,PF,2023,2000000.0
Jeremiah Robinson-Earl,robinje02,NOP,334,-1.9,-0.3,0.0,PF,2024,2196970.0
Jeremiah Robinson-Earl,robinje02,NOP,1239,-0.9,-1.6,-0.2,PF,2025,2196970.0
Mitchell Robinson,robinmi01,NYK,853,-0.3,1.5,0.7,C,2021,1663861.0
Mitchell Robinson,robinmi01,NYK,1848,1.0,1.2,2.0,C,2022,1802057.0
Mitchell Robinson,robinmi01,NYK,1591,1.0,1.4,1.7,C,2023,17045454.0
Mitchell Robinson,robinmi01,NYK,768,-0.3,0.4,0.4,C,2024,15681818.0
Mitchell Robinson,robinmi01,NYK,290,1.5,1.8,0.4,C,2025,14318182.0
Orlando Robinson,robinor01,MIA,304,-1.9,0.8,0.1,C,2024,1801769.0
Orlando Robinson,robinor01,TOR,713,-2.9,-0.5,-0.3,C,2025,491887.0
Isaiah Roby,robyis01,OKC,1425,-3.7,0.4,-0.5,PF,2021,1517981.0
Isaiah Roby,robyis01,OKC,948,0.4,0.2,0.6,PF,2022,1782621.0
Isaiah Roby,robyis01,SAS,474,-4.0,-0.6,-0.3,PF,2023,400000.0
David Roddy,roddyda01,MEM,1258,-3.2,-0.7,-0.6,PF,2023,2588640.0
David Roddy,roddyda01,MEM,1114,-3.9,-1.0,-0.8,PF,2024,2718240.0
David Roddy,roddyda01,ATL,346,-1.6,0.5,0.1,PF,2025,2847240.0
Ryan Rollins,rolliry01,GSW,62,-11.3,-3.7,-0.2,PG,2023,1017781.0
Ryan Rollins,rolliry01,MIL,820,-1.4,0.9,0.3,PG,2025,491887.0
Rajon Rondo,rondora01,ATL,402,-2.8,0.3,0.0,PG,2021,7500000.0
Rajon Rondo,rondora01,CLE,408,-0.7,1.0,0.2,PG,2022,1669178.0
Derrick Rose,rosede01,NYK,937,1.9,0.5,1.0,PG,2021,7682927.0
Derrick Rose,rosede01,NYK,636,2.3,0.0,0.7,PG,2022,13445120.0
Derrick Rose,rosede01,MEM,399,-1.3,-1.5,-0.1,PG,2024,3196448.0
Terrence Ross,rosste01,ORL,1347,-1.4,-0.8,-0.1,SG,2021,13500000.0
Terrence Ross,rosste01,ORL,1448,-2.5,-1.1,-0.6,SG,2022,12500000.0
Terrence Ross,rosste01,ORL,944,-2.7,-0.4,-0.3,SG,2023,580373.0
Terry Rozier,roziete01,CHO,2383,2.2,-0.5,2.2,SG,2021,18900000.0
Terry Rozier,roziete01,CHO,2458,2.4,-0.7,2.3,SG,2022,17905263.0
Terry Rozier,roziete01,CHO,2221,0.6,-1.1,0.8,SG,2023,21486283.0
Terry Rozier,roziete01,CHO,1065,3.8,-1.5,1.1,SG,2024,22205221.0
Terry Rozier,roziete01,MIA,1658,-2.6,-1.0,-0.7,PG,2025,24924126.0
Ricky Rubio,rubiori01,MIN,1772,-1.9,0.0,0.0,PG,2021,17000000.0
Ricky Rubio,rubiori01,CLE,970,-1.0,1.2,0.5,PG,2022,17800000.0
Ricky Rubio,rubiori01,CLE,566,-3.8,1.1,-0.1,PG,2023,5853659.0
Rayan Rupert,ruperra01,POR,633,-5.6,-1.2,-0.8,SG,2024,1119563.0
Rayan Rupert,ruperra01,POR,460,-4.1,-0.6,-0.3,SG,2025,1891857.0
D'Angelo Russell,russeda01,MIN,1196,3.3,-1.7,1.1,PG,2021,28649250.0
D'Angelo Russell,russeda01,MIN,2077,2.2,-1.5,1.4,PG,2022,30013500.0
D'Angelo Russell,russeda01,MIN,1778,1.9,-0.7,1.4,PG,2023,31377750.0
D'Angelo Russell,russeda01,LAL,2484,1.7,-0.8,1.8,PG,2024,17307693.0
D'Angelo Russell,russeda01,LAL,763,-0.7,-1.0,0.1,PG,2025,18692307.0
Matt Ryan,ryanma01,MIN,181,-0.2,-1.6,0.0,SF,2023,1836090.0
Matt Ryan,ryanma01,NYK,68,-5.1,-2.3,-0.1,SF,2025,1919558.0
Domantas Sabonis,sabondo01,IND,2231,2.3,1.6,3.3,PF,2021,19800000.0
Domantas Sabonis,sabondo01,IND,1632,3.6,1.0,2.7,PF,2022,19800000.0
Domantas Sabonis,sabondo01,SAC,2736,4.1,1.8,5.4,C,2023,18500000.0
Domantas Sabonis,sabondo01,SAC,2928,4.0,2.4,6.2,C,2024,30600000.0
Domantas Sabonis,sabondo01,SAC,2429,4.2,1.1,4.4,C,2025,40500000.0
Tidjane Salaün,salauti01,CHO,1244,-4.3,-0.8,-1.0,PF,2025,7488720.0
Luka Šamanić,samanlu01,SAS,308,-4.2,-0.7,-0.2,PF,2021,2892000.0
Luka Šamanić,samanlu01,UTA,161,-3.2,1.1,0.0,PF,2023,2959080.0
Luka Šamanić,samanlu01,UTA,404,-4.9,-2.9,-0.6,PF,2024,2066585.0
JaKarr Sampson,sampsja02,IND,316,-5.2,-2.3,-0.4,PF,2021,1620564.0
Gui Santos,santogu01,GSW,192,0.0,-0.5,0.1,PF,2024,1029483.0
Gui Santos,santogu01,GSW,762,-2.2,0.5,0.1,PF,2025,1891857.0
Dario Šarić,saricda01,PHO,871,-1.4,-0.6,0.0,C,2021,9250000.0
Dario Šarić,saricda01,PHO,533,-2.3,0.3,0.0,PF,2023,9240000.0
Dario Šarić,saricda01,GSW,1098,0.6,0.4,0.9,C,2024,2019706.0
Dario Šarić,saricda01,DEN,210,-4.4,-0.4,-0.1,C,2025,5168000.0
Alex Sarr,sarral01,WAS,1814,-2.2,-1.0,-0.6,C,2025,11245680.0
Marcus Sasser,sassema01,DET,1351,-1.5,-1.1,-0.2,PG,2024,2623680.0
Marcus Sasser,sassema01,DET,811,-0.4,-0.2,0.3,PG,2025,2755080.0
Tomáš Satoranský,satorto01,CHI,1307,-0.6,0.1,0.5,SG,2021,10000000.0
Tomáš Satoranský,satorto01,NOP,481,-5.1,-0.5,-0.4,SG,2022,10000000.0
Baylor Scheierman,scheiba01,BOS,384,-2.5,0.8,0.0,SG,2025,2494320.0
Admiral Schofield,schofad01,ORL,451,-2.2,-0.7,-0.1,PF,2023,516508.0
Dennis Schröder,schrode01,LAL,1956,-1.3,0.2,0.4,SG,2021,16000000.0
Dennis Schröder,schrode01,BOS,1433,-1.2,0.0,0.3,PG,2022,5890000.0
Dennis Schröder,schrode01,LAL,1986,-2.4,-0.5,-0.4,PG,2023,1836090.0
Dennis Schröder,schrode01,TOR,1559,-0.5,-1.3,0.1,PG,2024,12405000.0
Dennis Schröder,schrode01,BRK,772,1.1,-1.1,0.4,PG,2025,13025250.0
Mike Scott,scottmi01,PHI,852,-3.2,0.3,-0.2,PF,2021,5005350.0
Alperen Şengün,sengual01,HOU,1489,-1.6,0.6,0.4,C,2022,3214680.0
Alperen Şengün,sengual01,HOU,2171,1.1,0.4,1.9,C,2023,3375480.0
Alperen Şengün,sengual01,HOU,2046,3.1,1.7,3.5,C,2024,3536280.0
Alperen Şengün,sengual01,HOU,2395,2.6,1.8,3.9,C,2025,5424654.0
Brice Sensabaugh,sensabr01,UTA,584,-3.3,-2.1,-0.5,SF,2024,2448600.0
Brice Sensabaugh,sensabr01,UTA,1432,0.4,-1.6,0.3,SF,2025,2571480.0
Collin Sexton,sextoco01,CLE,2115,1.8,-1.9,1.0,SG,2021,4991880.0
Collin Sexton,sextoco01,CLE,316,-3.5,-0.7,-0.2,SG,2022,6439671.0
Collin Sexton,sextoco01,UTA,1145,0.1,-1.5,0.2,PG,2023,16500000.0
Collin Sexton,sextoco01,UTA,2075,3.8,-1.9,2.0,SG,2024,17325000.0
Collin Sexton,sextoco01,UTA,1758,1.7,-2.3,0.6,SG,2025,18350000.0
Landry Shamet,shamela01,BRK,1403,-0.9,-1.5,-0.2,SG,2021,2090040.0
Landry Shamet,shamela01,PHO,1437,-0.9,-0.4,0.3,SG,2022,3768342.0
Landry Shamet,shamela01,PHO,807,-1.1,-0.3,0.1,SG,2023,9500000.0
Landry Shamet,shamela01,WAS,726,-2.7,-1.3,-0.4,SG,2024,10250000.0
Landry Shamet,shamela01,NYK,762,-1.9,-0.6,-0.1,SG,2025,1343690.0
Terrence Shannon Jr.,shannte01,MIN,339,-2.1,0.0,0.0,SG,2025,2546640.0
Day'Ron Sharpe,sharpda01,BRK,391,-0.3,-2.5,-0.1,PF,2022,2009040.0
Day'Ron Sharpe,sharpda01,BRK,552,-1.8,-0.6,0.0,C,2023,2109480.0
Day'Ron Sharpe,sharpda01,BRK,921,-0.4,0.4,0.5,C,2024,2210040.0
Day'Ron Sharpe,sharpda01,BRK,907,0.0,0.9,0.7,C,2025,3989122.0
Shaedon Sharpe,sharpsh01,POR,1779,-1.3,-2.0,-0.6,SG,2023,6012960.0
Shaedon Sharpe,sharpsh01,POR,1059,-1.9,-0.9,-0.2,SG,2024,6313800.0
Shaedon Sharpe,sharpsh01,POR,2252,0.0,-1.3,0.4,SG,2025,6614160.0
Jamal Shead,sheadja01,TOR,1467,-3.2,-0.9,-0.8,PG,2025,1862265.0
